keyword,search_volume,search_volume_category,competition,cpc,commercial_intent,relevance_score,difficulty_score,difficulty_category,match_type,intent_type,search_intent,keyword_theme,source,preliminary_match_type,competitor_type,location_type,longtail_type,intent_theme_group,estimated_clicks,estimated_cost,estimated_conversions,estimated_roas,priority_score,recommended_bid
discovery channel,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
discovery car,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
discovery plus,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
discovery sport,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
discovery of india,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
discovery of electron,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
discovery of proton,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
discovery village nandi hills,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food odisha,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
food on train,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food chain,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
food poisoning,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
food license,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
food supply,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
food corporation of india,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food court near me,1000,high,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
people first,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
peoplestrong,10000,high,0.8,3.0,0.0,0.38,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,200,600.0,4.0,0.6666666666666666,0.435,3.48
peopleperhour,10000,high,0.8,3.0,0.0,0.38,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,200,600.0,4.0,0.6666666666666666,0.435,3.48
people meaning in hindi,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
peoples mall bhopal,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
people tree hospital,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
people like us,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
peoplestrong login,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
people work,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
service discovery best practices,1000,high,0.3,1.4,0.3,0.3999999999999999,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.345,1.62
discovery maintenance cost,1000,low,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
largest country in the world,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
largest state in india,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
largest organ in human body,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
largest lake in india,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
largest river in india,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
dining table,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
dining chair,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
dining room,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
more images,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
more supermarket,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
more meaning in hindi,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
morena,10000,high,0.8,3.0,0.0,0.38,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,200,600.0,4.0,0.6666666666666666,0.435,3.48
moreover meaning in hindi,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more than friends,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more than a married couple,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more than symbol,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
morena baccarin,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
food delivery restaurant,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
zomato food delivery & dining,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
discovery servicenow,5000,high,0.6,2.0,0.15,0.35500000000000004,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,100,200.0,2.0,1.0,0.356,2.34
discovery service in microservices,1000,high,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
discovery service cost,1000,high,0.3,1.4,0.3,0.3999999999999999,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.345,1.62
discovery service in spring boot,1000,high,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
discovery services in library,1000,high,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
more people synonyms,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more people meaning,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more people more land,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more people are watching your short,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more people in the world,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more people more merrier,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more people more problems,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more people photo,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
better food co,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
better food factory,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
better food co. menu,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
better food for liver,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
better food company,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
better food for eyes,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
better food ventures,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
largest food delivery companies,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
largest food delivery apps,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
largest food delivery app in the uk,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food delivery in train,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food delivery apps in bangalore,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food delivery website,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food delivery app chennai,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
delivery dining near me,1000,high,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
restaurant discovery gardens,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
restaurant discovery bay,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
restaurant discovery mall,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
restaurant discovery green,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
restaurant discovery platform,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
restaurant discovery park,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
restaurant discovery primea,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
restaurant discovery ancol,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_autocomplete,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
"Discovery Village Kanakapura
Resort hotel · Voddarahalli, Karnataka",1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
"Discovery Village Kabini
Resort hotel · Mysore District, N.Belthur, Karnataka",1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
"Discovery
Television producer",1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food mangalore,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
food civil supplies,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
food places near me,1000,high,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
food and civil,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
People Tree Ltd.,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
people meaning in kannada,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
people media factory,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
service discovery vs gateway,1000,high,0.3,1.4,0.3,0.3999999999999999,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.345,1.62
discovery service dynamics 365,1000,high,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
largest district in karnataka,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
dining hall,5000,medium,0.6,2.0,0.0,0.31000000000000005,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,100,200.0,2.0,1.0,0.307,2.24
more meaning in kannada,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
more opposite word,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
"Morena
Town in India",1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
discovery service team,1000,high,0.3,1.4,0.15,0.3549999999999999,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.296,1.55
more people game,1000,low,0.3,1.4,0.0,0.30999999999999994,0,unknown,,,unknown,unknown,google_search,unknown,,,,unknown,20,28.0,0.4,1.4285714285714286,0.247,1.48
